OrderID,OrderDate,CustomerName,Region,ProductCategory,Revenue,Quantity,Status
ORD-01704,06-07-2024,Ananya Sharma,North,Office Supplies,2289.85,17,Active
ORD-01966,28-11-2023,Meena Krishnan,North,Electronics,13056.11,1,Active
ORD-01792,27-06-2024,Amit Kumar,South,Furniture,9886.43,8,Active
ORD-01011,12-10-2024,Deepa Pillai,East,Electronics,8022.39,4,Active
ORD-01399,27-09-2024,Divya Kaur,North,Furniture,8091.95,7,Active
ORD-02421,03-09-2023,Harsh Shah,West,Furniture,11111.32,6,Active
ORD-02385,04-09-2024,Yash Agarwal,North,Furniture,2676.53,6,Active
ORD-01448,06-12-2024,Pooja Iyer,North,Furniture,3113.9,5,Active
ORD-02251,11-11-2024,Sarita Bansal,West,Electronics,40590.8,3,Active
ORD-02209,30-03-2023,Manish Srivastava,East,Electronics,7709.08,4,Active
ORD-01487,14-04-2024,Arjun Reddy,South,Office Supplies,510.62,27,Active
ORD-01494,01-06-2023,Arjun Reddy,South,Furniture,0,1,Cancelled
ORD-02082,15-12-2024,Nidhi Bhatt,South,Office Supplies,3354.23,6,Active
ORD-01777,19-04-2024,Priya Patel,East,Electronics,3276.89,4,Active
ORD-01204,29-03-2024,Kiran Nambiar,West,Furniture,0,4,Returned
ORD-01990,01-03-2024,Deepa Pillai,East,Office Supplies,619.27,8,Active
ORD-02133,30-08-2023,Kiran Nambiar,West,Electronics,8541.82,3,Active
ORD-01795,14-07-2023,Asha Kulkarni,South,Office Supplies,581.75,10,Active
ORD-01439,19-05-2023,Sunita Menon,East,Furniture,0,3,Cancelled
ORD-02021,24-03-2023,Sarita Bansal,West,Office Supplies,0,17,Cancelled
ORD-01733,30-11-2024,Neha Tiwari,North,Electronics,11180.87,2,Active
ORD-02164,05-01-2024,Kiran Nambiar,West,Furniture,11148.89,5,Active
ORD-01266,09-06-2024,Deepa Pillai,East,Electronics,38311.18,4,Active
ORD-02454,11-06-2024,Gaurav Mishra,South,Electronics,28512.19,4,Active
ORD-01220,28-08-2024,Vikram Singh,West,Electronics,14520.03,4,Active
ORD-01538,01-04-2024,Priya Patel,East,Furniture,4962.19,5,Active
ORD-01430,21-06-2023,Arjun Reddy,South,Electronics,13710.37,3,Active
ORD-02288,28-11-2024,Padma Subramaniam,West,Electronics,42254.75,1,Active
ORD-01306,12-11-2023,Rohan Mehta,South,Furniture,0,4,Cancelled
ORD-02427,14-03-2024,Manish Srivastava,East,Office Supplies,3172.95,24,Active
ORD-01993,29-10-2024,Nidhi Bhatt,South,Furniture,0,8,Cancelled
ORD-01281,08-11-2023,Deepa Pillai,East,Office Supplies,827.87,17,Active
ORD-01071,23-06-2023,Arjun Reddy,South,Office Supplies,2233.65,11,Active
ORD-01146,10-11-2024,Amit Kumar,South,Electronics,6380.09,5,Active
ORD-01806,20-06-2023,Sanjay Joshi,West,Office Supplies,1214.42,6,Active
ORD-01181,03-12-2023,Amit Kumar,South,Office Supplies,59.78,28,Active
ORD-01651,18-02-2024,Arjun Reddy,South,Electronics,30119.38,3,Active
ORD-01002,12-07-2024,Arjun Reddy,South,Electronics,2117.04,2,Active
ORD-01983,03-07-2024,Amit Kumar,South,Electronics,0,1,Cancelled
ORD-01434,03-02-2023,Yash Agarwal,North,Electronics,0,1,Returned
ORD-01069,21-10-2023,Aakash Bhat,South,Office Supplies,2142.98,11,Active
ORD-01024,03-09-2023,Vikram Singh,West,Office Supplies,0,3,Cancelled
ORD-02420,29-04-2024,Gaurav Mishra,South,Furniture,6862.9,6,Active
ORD-02424,12-09-2023,Harsh Shah,West,Office Supplies,2323.12,16,Active
ORD-02476,23-04-2023,Padma Subramaniam,West,Furniture,11631.14,6,Active
ORD-01829,29-03-2023,Rahul Verma,West,Electronics,42743.19,2,Active
ORD-01441,26-05-2023,Ajay Rastogi,North,Office Supplies,1479.08,15,Active
ORD-01371,07-01-2023,Sunita Menon,East,Office Supplies,848.45,23,Active
ORD-01064,14-07-2023,Meena Krishnan,West,Electronics,0,5,Cancelled
ORD-01991,11-02-2023,Pooja Iyer,North,Office Supplies,2162.92,25,Active
ORD-01616,18-05-2024,Lakshmi Venkat,North,Furniture,1191.21,4,Active
ORD-02270,03-03-2023,Manish Srivastava,East,Furniture,15158.93,7,Active
ORD-01582,20-11-2023,Sanjay Joshi,West,Furniture,6187.54,3,Active
ORD-02322,02-06-2023,Lakshmi Venkat,North,Office Supplies,2794.86,28,Active
ORD-01219,04-10-2024,Lakshmi Venkat,North,Electronics,21526.31,3,Active
ORD-02308,20-07-2023,Neha Tiwari,North,Electronics,35508.66,3,Active
ORD-01150,14-05-2024,Dev Mathur,North,Electronics,28697.32,3,Active
ORD-02092,21-10-2024,Rajesh Choudhury,South,Office Supplies,2130.92,13,Active
ORD-01160,23-01-2023,Rajesh Choudhury,South,Office Supplies,0,25,Returned
ORD-01559,17-07-2023,Neha Tiwari,North,Electronics,2261.74,1,Active
ORD-01040,18-11-2023,Vikram Singh,West,Office Supplies,3221.89,17,Active
ORD-01846,13-11-2023,Asha Kulkarni,South,Furniture,17923.64,3,Active
ORD-02292,20-08-2023,Kiran Nambiar,West,Electronics,9501.96,3,Active
ORD-02277,23-07-2024,Geeta Pandey,West,Office Supplies,329.96,29,Active
ORD-02302,13-01-2023,Tarun Mukerjee,East,Office Supplies,2773.49,7,Active
ORD-01928,29-10-2023,Vikram Singh,West,Office Supplies,0,1,Cancelled
ORD-02063,18-08-2024,Vikram Singh,West,Furniture,15846.22,3,Active
ORD-01498,03-12-2024,Arjun Reddy,South,Furniture,16538.49,2,Active
ORD-01619,31-10-2024,Rohan Mehta,South,Furniture,934.23,1,Active
ORD-02306,13-11-2023,Tarun Mukerjee,East,Furniture,17473.8,3,Active
ORD-01325,04-08-2024,Tarun Mukerjee,East,Furniture,5336.74,8,Active
ORD-01968,27-03-2024,Kavya Nair,North,Electronics,27775.34,2,Active
ORD-01337,14-07-2024,Varun Naik,North,Office Supplies,566.99,11,Active
ORD-01412,26-01-2023,Manish Srivastava,East,Furniture,16593.69,2,Active
ORD-02219,01-03-2024,Ananya Sharma,North,Furniture,6341.37,3,Active
ORD-01444,14-04-2024,Smita Patil,East,Office Supplies,1422.12,14,Active
ORD-02481,20-12-2023,Dev Mathur,East,Furniture,8740.46,3,Active
ORD-02064,17-06-2023,Vikram Singh,West,Furniture,11561.57,6,Active
ORD-02359,07-02-2024,Priya Patel,East,Electronics,12900.91,5,Active
ORD-01185,04-04-2024,Harsh Shah,West,Electronics,20778.64,2,Active
ORD-01953,02-05-2024,Vivek Chopra,West,Office Supplies,0,22,Cancelled
ORD-02248,15-02-2023,Sunita Menon,East,Furniture,10314.02,6,Active
ORD-01477,20-07-2024,Sunita Menon,East,Electronics,19198.54,3,Active
ORD-02188,18-09-2023,Nidhi Bhatt,South,Office Supplies,106.13,24,Active
ORD-01994,10-05-2023,Aakash Bhat,South,Furniture,9558.64,7,Active
ORD-01998,03-10-2024,Aakash Bhat,South,Electronics,0,2,Cancelled
ORD-01478,21-03-2023,Ajay Rastogi,North,Office Supplies,2372.97,2,Active
ORD-01358,05-12-2023,Arjun Reddy,South,Furniture,1936.61,4,Active
ORD-01899,26-07-2023,Arjun Reddy,South,Electronics,36116.92,5,Active
ORD-02147,14-05-2023,Tarun Mukerjee,East,Furniture,8291.37,3,Active
ORD-02448,05-02-2024,Rajesh Choudhury,East,Furniture,0,4,Cancelled
ORD-01398,23-09-2024,Neha Tiwari,North,Electronics,14265.88,4,Active
ORD-02409,12-11-2023,Sunita Menon,East,Office Supplies,3049.49,4,Active
ORD-01075,20-04-2023,Kiran Nambiar,West,Office Supplies,1836.95,2,Active
ORD-02457,31-03-2024,Harsh Shah,North,Electronics,6194.68,5,Active
ORD-01957,04-10-2023,Nikhil Desai,South,Furniture,11881.88,7,Active
ORD-01163,06-11-2024,Pooja Iyer,North,Office Supplies,2279.88,10,Active
ORD-02231,12-10-2024,Deepa Pillai,East,Electronics,0,3,Cancelled
ORD-02124,21-10-2023,Deepa Pillai,East,Office Supplies,864.65,8,Active
ORD-01108,20-12-2024,Bhavna Dubey,South,Furniture,4380.52,4,Active
ORD-01159,31-08-2023,Divya Kaur,North,Office Supplies,1070.76,23,Active
ORD-02327,13-08-2023,Neha Tiwari,North,Electronics,18298.78,3,Active
ORD-02450,08-11-2023,Bhavna Dubey,South,Office Supplies,524.59,23,Active
ORD-01717,01-04-2023,Kavya Nair,North,Furniture,0,1,Cancelled
ORD-01251,28-12-2023,Suresh Rao,West,Electronics,30165.21,1,Active
ORD-01759,11-02-2024,Asha Kulkarni,South,Electronics,5393.64,5,Active
ORD-01059,26-04-2024,Riya Malhotra,East,Furniture,6488.95,4,Active
ORD-01660,15-09-2023,Padma Subramaniam,South,Furniture,7515.1,8,Active
ORD-02235,04-10-2024,Dev Mathur,East,Electronics,0,3,Cancelled
ORD-02185,25-10-2023,Bhavna Dubey,South,Furniture,0,3,Cancelled
ORD-02482,10-01-2023,Varun Naik,North,Office Supplies,485.97,13,Active
ORD-01029,21-07-2024,Riya Malhotra,East,Electronics,3937.89,1,Active
ORD-01461,30-10-2023,Vikram Singh,West,Electronics,22674.04,1,Active
ORD-01519,20-09-2024,Smita Patil,East,Office Supplies,2859.87,13,Active
ORD-02325,15-06-2024,Bhavna Dubey,South,Office Supplies,1339.88,23,Active
ORD-01903,15-11-2023,Priya Patel,East,Office Supplies,3057.97,11,Active
ORD-01086,19-06-2023,Bhavna Dubey,South,Office Supplies,1892.73,30,Active
ORD-02490,15-12-2024,Rahul Verma,West,Office Supplies,0,27,Returned
ORD-01845,31-07-2023,Pooja Iyer,North,Office Supplies,2810.36,28,Active
ORD-01640,08-07-2024,Priya Patel,East,Furniture,0,4,Returned
ORD-02271,09-10-2024,Aakash Bhat,South,Office Supplies,0,6,Cancelled
ORD-01376,29-12-2023,Nikhil Desai,South,Electronics,17288.88,4,Active
ORD-02260,22-06-2023,Tara Saxena,East,Furniture,13898.99,3,Active
ORD-01929,27-07-2024,Smita Patil,East,Furniture,15622.53,4,Active
ORD-01697,20-02-2024,Tarun Mukerjee,East,Office Supplies,0,24,Cancelled
ORD-01635,19-11-2024,Pooja Iyer,North,Office Supplies,3414.37,6,Active
ORD-01419,22-12-2024,Aakash Bhat,South,Office Supplies,2840.12,3,Active
ORD-02187,09-06-2024,Sneha Gupta,East,Furniture,1972.37,5,Active
ORD-02069,16-06-2023,Sneha Gupta,East,Office Supplies,812.84,7,Active
ORD-01838,23-07-2023,Varun Naik,North,Office Supplies,3245.91,1,Active
ORD-01872,20-05-2024,Suresh Rao,West,Office Supplies,1691.21,14,Active
ORD-02191,29-09-2023,Gaurav Mishra,South,Electronics,0,1,Returned
ORD-01583,11-10-2024,Vikram Singh,East,Electronics,34444.74,2,Active
ORD-01127,06-07-2024,Geeta Pandey,West,Office Supplies,0,14,Cancelled
ORD-01144,26-11-2023,Neha Tiwari,North,Electronics,0,2,Returned
ORD-02503,15-03-2024,Deepa Pillai,South,Furniture,0,0,Active
ORD-01453,16-05-2023,Manish Srivastava,West,Electronics,33099.74,1,Active
ORD-01782,15-10-2024,Vivek Chopra,West,Electronics,38973.67,2,Active
ORD-01263,23-03-2023,Lakshmi Venkat,North,Furniture,8192.71,7,Active
ORD-01169,15-01-2023,Meena Krishnan,North,Furniture,6823.97,5,Active
ORD-02345,06-10-2024,Tarun Mukerjee,East,Office Supplies,3040.96,13,Active
ORD-02100,06-02-2023,Priya Patel,East,Office Supplies,0,10,Cancelled
ORD-01791,10-07-2024,Smita Patil,East,Furniture,5173.24,3,Active
ORD-01728,14-12-2023,Bhavna Dubey,South,Office Supplies,3023.98,16,Active
ORD-01184,29-09-2023,Vikram Singh,West,Furniture,9611.71,2,Active
ORD-01073,01-05-2024,Sarita Bansal,West,Electronics,20929.39,5,Active
ORD-02184,18-08-2023,Amit Kumar,South,Office Supplies,2221.98,17,Active
ORD-02272,30-06-2024,Ajay Rastogi,North,Furniture,0,3,Cancelled
ORD-02118,29-02-2024,Rajesh Choudhury,South,Office Supplies,1613.64,25,Active
ORD-01591,18-02-2024,Rohan Mehta,South,Office Supplies,0,7,Cancelled
ORD-02047,26-02-2023,Tarun Mukerjee,East,Office Supplies,0,26,Returned
ORD-01070,28-03-2024,Yash Agarwal,North,Office Supplies,0,29,Cancelled
ORD-01905,16-11-2023,Aakash Bhat,South,Electronics,13466.28,5,Active
ORD-02130,07-08-2024,Varun Naik,North,Office Supplies,0,19,Returned
ORD-02198,08-03-2024,Rohan Mehta,South,Electronics,33454.13,4,Active
ORD-02024,29-07-2023,Pooja Iyer,North,Electronics,0,4,Cancelled
ORD-02026,27-11-2024,Kiran Nambiar,West,Electronics,17278.37,4,Active
ORD-01097,14-03-2024,Harsh Shah,East,Electronics,38351.24,4,Active
ORD-02489,04-06-2024,Pooja Iyer,North,Office Supplies,2413.67,22,Active
ORD-02440,09-01-2024,Pooja Iyer,North,Office Supplies,2088.18,4,Active
ORD-01801,25-07-2024,Sunita Menon,East,Office Supplies,251.14,20,Active
ORD-01817,20-03-2024,Sunita Menon,East,Electronics,0,2,Returned
ORD-02505,15-03-2024,Geeta Pandey,West,Office Supplies,0,0,Active
ORD-01942,24-02-2023,Gaurav Mishra,South,Electronics,21524,5,Active
ORD-02107,20-12-2023,Smita Patil,East,Electronics,30026.81,2,Active
ORD-01147,13-04-2023,Yash Agarwal,North,Furniture,571.65,3,Active
ORD-01016,14-03-2024,Nidhi Bhatt,South,Electronics,44881.8,2,Active
ORD-02224,18-06-2023,Kiran Nambiar,North,Office Supplies,3232.69,5,Active
ORD-01926,30-07-2023,Lakshmi Venkat,North,Office Supplies,1100.7,30,Active
ORD-02294,11-09-2023,Sneha Gupta,East,Furniture,15035.56,6,Active
ORD-01643,25-02-2023,Ananya Sharma,North,Electronics,28228.83,4,Active
ORD-01581,04-06-2023,Pooja Iyer,North,Furniture,7542.7,8,Active
ORD-02135,26-04-2023,Lakshmi Venkat,North,Furniture,12384.47,5,Active
ORD-01077,29-03-2024,Sarita Bansal,West,Office Supplies,1522.26,30,Active
ORD-02312,30-09-2024,Aakash Bhat,South,Office Supplies,2700.8,27,Active
ORD-01626,17-09-2024,Neha Tiwari,North,Furniture,0,4,Cancelled
ORD-01214,22-06-2023,Kavya Nair,North,Electronics,0,2,Returned
ORD-01245,21-05-2023,Priya Patel,East,Furniture,0,3,Returned
ORD-01397,10-05-2024,Kavya Nair,North,Electronics,32663.76,4,Active
ORD-01700,06-07-2023,Sarita Bansal,West,Furniture,3268.67,6,Active
ORD-01793,15-10-2024,Varun Naik,North,Electronics,39825.61,5,Active
ORD-01730,27-02-2024,Smita Patil,East,Electronics,31776.18,3,Active
ORD-01041,28-02-2023,Varun Naik,North,Electronics,0,1,Cancelled
ORD-01442,10-10-2024,Arjun Reddy,South,Office Supplies,1009.88,30,Active
ORD-01639,30-11-2024,Meena Krishnan,North,Electronics,31324.29,3,Active
ORD-01369,22-06-2023,Smita Patil,East,Office Supplies,1935.58,6,Active
ORD-02261,22-02-2024,Deepa Pillai,East,Electronics,2000.97,1,Active
ORD-02163,30-04-2023,Lakshmi Venkat,South,Furniture,0,5,Returned
ORD-01135,25-05-2024,Yash Agarwal,North,Electronics,12603.89,2,Active
ORD-01805,19-04-2023,Ajay Rastogi,North,Furniture,12735.14,7,Active
ORD-02305,09-06-2024,Smita Patil,East,Office Supplies,2725.46,5,Active
ORD-01350,15-02-2023,Rajesh Choudhury,South,Office Supplies,0,28,Returned
ORD-01891,23-10-2024,Pooja Iyer,North,Office Supplies,1639.13,28,Active
ORD-01536,29-04-2023,Vivek Chopra,West,Furniture,8957.01,5,Active
ORD-01668,04-08-2023,Smita Patil,East,Office Supplies,2987.53,5,Active
ORD-02410,09-08-2024,Smita Patil,East,Furniture,0,7,Cancelled
ORD-01747,20-11-2023,Geeta Pandey,West,Office Supplies,3011.83,2,Active
ORD-02501,15-03-2024,Priya Patel,South,Furniture,0,0,Active
ORD-01514,21-01-2023,Asha Kulkarni,South,Furniture,16546.76,4,Active
ORD-01165,01-03-2024,Sanjay Joshi,West,Office Supplies,3073.79,12,Active
ORD-01898,07-04-2024,Vivek Chopra,West,Furniture,3397.73,6,Active
ORD-02098,09-07-2024,Gaurav Mishra,South,Office Supplies,1935.84,25,Active
ORD-01145,25-02-2024,Priya Patel,East,Furniture,12782.53,7,Active
ORD-01670,03-08-2024,Vikram Singh,West,Office Supplies,1641.36,18,Active
ORD-01698,08-11-2024,Tara Saxena,East,Electronics,20654.79,4,Active
ORD-01918,15-02-2024,Nidhi Bhatt,South,Office Supplies,890.73,6,Active
ORD-01182,14-05-2023,Dev Mathur,East,Electronics,5658.74,1,Active
ORD-02291,04-04-2024,Lakshmi Venkat,South,Furniture,0,1,Cancelled
ORD-01736,07-01-2023,Dev Mathur,East,Furniture,6870.18,6,Active
ORD-02078,24-08-2024,Neha Tiwari,North,Furniture,0,3,Returned
ORD-01641,24-10-2024,Padma Subramaniam,West,Office Supplies,0,26,Cancelled
ORD-02470,08-09-2024,Padma Subramaniam,West,Furniture,5209.9,7,Active
ORD-02475,24-01-2024,Rohan Mehta,South,Electronics,4226.59,1,Active
ORD-01699,24-06-2023,Riya Malhotra,East,Office Supplies,0,19,Returned
ORD-01156,19-09-2023,Ananya Sharma,North,Furniture,16251.41,3,Active
ORD-01166,28-05-2024,Nikhil Desai,South,Furniture,16478.67,8,Active
ORD-01298,29-07-2024,Neha Tiwari,North,Furniture,0,8,Returned
ORD-01039,14-07-2023,Tara Saxena,East,Electronics,26399.77,5,Active
ORD-02445,08-12-2023,Amit Kumar,South,Electronics,0,2,Cancelled
ORD-01094,15-11-2023,Sneha Gupta,East,Furniture,10491.6,7,Active
ORD-01601,16-11-2024,Geeta Pandey,West,Electronics,0,1,Cancelled
ORD-02022,08-01-2024,Vikram Singh,West,Furniture,8536.75,1,Active
ORD-01392,17-03-2024,Yash Agarwal,North,Office Supplies,1457.75,1,Active
ORD-01816,19-10-2024,Vivek Chopra,West,Electronics,35281.39,3,Active
ORD-01602,14-04-2023,Meena Krishnan,North,Furniture,17799.39,5,Active
ORD-02220,30-09-2023,Harsh Shah,West,Furniture,6683.39,4,Active
ORD-02335,30-11-2024,Nikhil Desai,South,Office Supplies,0,28,Returned
ORD-01794,27-09-2024,Suresh Rao,West,Electronics,29896.39,5,Active
ORD-01827,02-11-2024,Rohan Mehta,South,Electronics,44454.21,5,Active
ORD-01515,15-12-2023,Sanjay Joshi,West,Furniture,1354.14,3,Active
ORD-01104,13-06-2024,Neha Tiwari,North,Office Supplies,0,18,Returned
ORD-01516,22-12-2024,Amit Kumar,South,Office Supplies,3019.31,3,Active
ORD-01760,28-03-2023,Divya Kaur,North,Electronics,33401.62,4,Active
ORD-02358,18-03-2024,Bhavna Dubey,South,Office Supplies,682.88,19,Active
ORD-02257,23-12-2024,Nidhi Bhatt,South,Office Supplies,2143.65,13,Active
ORD-01340,26-07-2024,Bhavna Dubey,South,Furniture,13102.06,7,Active
ORD-01100,29-08-2024,Nikhil Desai,South,Electronics,37518.31,1,Active
ORD-02043,13-07-2024,Varun Naik,North,Office Supplies,1069.67,29,Active
ORD-01720,19-07-2023,Priya Patel,East,Office Supplies,1829.56,8,Active
ORD-01133,01-04-2023,Lakshmi Venkat,North,Electronics,43682.16,4,Active
ORD-02150,24-10-2024,Sarita Bansal,West,Electronics,43856.44,2,Active
ORD-01744,06-04-2024,Sanjay Joshi,West,Office Supplies,2416.74,27,Active
ORD-01401,18-11-2023,Sanjay Joshi,West,Furniture,5458.63,8,Active
ORD-01939,17-08-2024,Manish Srivastava,East,Electronics,0,5,Returned
ORD-01944,03-09-2024,Vivek Chopra,West,Office Supplies,948.53,21,Active
ORD-02199,27-04-2024,Rohan Mehta,South,Office Supplies,887.07,10,Active
ORD-01513,13-11-2023,Sanjay Joshi,West,Electronics,3282.62,5,Active
ORD-01408,15-10-2024,Arjun Reddy,South,Electronics,29865.99,3,Active
ORD-02056,04-08-2024,Pooja Iyer,North,Furniture,5423.5,8,Active
ORD-01770,23-10-2024,Divya Kaur,North,Electronics,12423.73,4,Active
ORD-01366,30-05-2023,Rohan Mehta,South,Office Supplies,2048.04,14,Active
ORD-01009,24-10-2023,Arjun Reddy,South,Electronics,17601.58,4,Active
ORD-01962,03-11-2024,Aakash Bhat,South,Office Supplies,470.18,4,Active
ORD-01096,05-11-2023,Tarun Mukerjee,East,Office Supplies,2750.09,12,Active
ORD-01323,08-02-2023,Sanjay Joshi,West,Electronics,42079.38,1,Active
ORD-02174,07-06-2023,Rohan Mehta,South,Office Supplies,2325.41,15,Active
ORD-01047,10-07-2024,Vivek Chopra,West,Office Supplies,1874.85,22,Active
ORD-01496,23-07-2024,Padma Subramaniam,West,Furniture,2103.76,3,Active
ORD-02255,06-08-2024,Asha Kulkarni,South,Furniture,9196.71,1,Active
ORD-02159,24-07-2024,Vikram Singh,South,Furniture,16375.61,1,Active
ORD-01046,16-05-2023,Smita Patil,East,Electronics,17133.1,2,Active
ORD-01579,24-02-2023,Nidhi Bhatt,South,Office Supplies,295.69,29,Active
ORD-01584,12-06-2023,Geeta Pandey,West,Electronics,6519.74,4,Active
ORD-01088,06-07-2023,Vikram Singh,West,Furniture,4046.39,6,Active
ORD-01276,27-01-2023,Harsh Shah,West,Furniture,8573.08,3,Active
ORD-02384,25-05-2024,Tara Saxena,East,Furniture,3917.62,1,Active
ORD-01034,31-10-2024,Sneha Gupta,East,Electronics,11790.61,2,Active
ORD-01952,14-08-2024,Smita Patil,East,Electronics,3121.53,4,Active
ORD-02115,01-10-2024,Arjun Reddy,South,Office Supplies,376.83,11,Active
ORD-02417,31-01-2023,Nidhi Bhatt,South,Furniture,12208.64,2,Active
ORD-01565,29-11-2024,Ananya Sharma,North,Electronics,29413.82,5,Active
ORD-01193,04-12-2024,Manish Srivastava,North,Electronics,19888.94,3,Active
ORD-02256,05-11-2024,Dev Mathur,East,Electronics,12953.34,2,Active
ORD-02225,01-03-2023,Asha Kulkarni,South,Furniture,0,5,Cancelled
ORD-01775,10-07-2023,Sneha Gupta,East,Electronics,32411.66,1,Active
ORD-01012,17-10-2024,Padma Subramaniam,West,Furniture,15218.48,1,Active
ORD-01612,13-08-2024,Ajay Rastogi,North,Office Supplies,3062.35,17,Active
ORD-02338,22-08-2023,Riya Malhotra,East,Electronics,21770.17,5,Active
ORD-01067,17-02-2024,Tara Saxena,East,Electronics,0,4,Cancelled
ORD-01110,10-05-2024,Nikhil Desai,South,Office Supplies,2108.93,4,Active
ORD-01555,18-05-2023,Vivek Chopra,West,Furniture,14000.35,6,Active
ORD-01167,13-12-2023,Rahul Verma,West,Electronics,0,2,Cancelled
ORD-01289,28-07-2023,Gaurav Mishra,South,Furniture,0,6,Cancelled
ORD-01246,23-12-2024,Manish Srivastava,East,Electronics,40838.9,1,Active
ORD-01029,21-07-2024,Riya Malhotra,East,Electronics,3937.89,1,Active
ORD-01344,24-03-2023,Dev Mathur,East,Furniture,2399.81,7,Active
ORD-01867,25-12-2024,Divya Kaur,North,Office Supplies,2161.65,6,Active
ORD-01798,19-10-2024,Divya Kaur,North,Office Supplies,2202.7,19,Active
ORD-02143,09-03-2023,Smita Patil,East,Office Supplies,2856.33,24,Active
ORD-02146,24-04-2023,Deepa Pillai,East,Office Supplies,3395.34,27,Active
ORD-02001,17-04-2023,Vikram Singh,West,Electronics,7785.62,1,Active
ORD-02425,28-02-2024,Neha Tiwari,East,Electronics,0,1,Cancelled
ORD-01112,16-02-2023,Vikram Singh,West,Office Supplies,0,21,Returned
ORD-01277,30-03-2023,Kavya Nair,North,Office Supplies,2530.1,17,Active
ORD-01200,26-12-2023,Ananya Sharma,North,Electronics,25831.39,4,Active
ORD-02422,13-04-2023,Ananya Sharma,North,Office Supplies,1436.24,27,Active
ORD-01663,02-01-2024,Varun Naik,North,Office Supplies,1089.66,3,Active
ORD-01381,05-08-2023,Ajay Rastogi,North,Electronics,41647.84,3,Active
ORD-01823,15-12-2024,Pooja Iyer,North,Furniture,10199.54,8,Active
ORD-01056,27-07-2024,Sunita Menon,East,Office Supplies,583.21,30,Active
ORD-01169,15-01-2023,Meena Krishnan,North,Furniture,6823.97,5,Active
ORD-02340,12-07-2023,Kiran Nambiar,West,Office Supplies,1491.02,15,Active
ORD-02204,25-10-2024,Sunita Menon,East,Electronics,22669.66,3,Active
ORD-02201,22-05-2024,Nidhi Bhatt,South,Office Supplies,3496.64,2,Active
ORD-01658,07-08-2023,Kiran Nambiar,West,Electronics,24568.74,4,Active
ORD-01669,08-07-2023,Riya Malhotra,East,Furniture,0,3,Cancelled
ORD-01321,21-02-2024,Manish Srivastava,East,Electronics,34211.27,3,Active
ORD-01489,26-10-2023,Meena Krishnan,North,Furniture,12702.84,6,Active
ORD-01480,15-11-2023,Lakshmi Venkat,North,Furniture,441.05,4,Active
ORD-01710,05-12-2024,Lakshmi Venkat,North,Electronics,7641.21,5,Active
ORD-02281,15-10-2023,Smita Patil,East,Office Supplies,0,26,Cancelled
ORD-01080,20-10-2023,Suresh Rao,West,Furniture,16106.57,2,Active
ORD-01862,13-06-2024,Amit Kumar,South,Office Supplies,1608.36,24,Active
ORD-01620,10-09-2024,Sarita Bansal,West,Office Supplies,0,21,Cancelled
ORD-02273,23-07-2024,Nikhil Desai,South,Electronics,0,3,Cancelled
ORD-02000,08-01-2024,Tara Saxena,East,Furniture,6217.01,8,Active
ORD-01764,31-07-2024,Kiran Nambiar,West,Office Supplies,1891.56,30,Active
ORD-02394,04-01-2024,Rajesh Choudhury,South,Furniture,0,7,Returned
ORD-01189,22-08-2024,Padma Subramaniam,West,Furniture,17904.91,5,Active
ORD-01402,06-09-2023,Lakshmi Venkat,North,Furniture,6760.78,4,Active
ORD-01051,11-10-2024,Kiran Nambiar,West,Electronics,956.72,2,Active
ORD-01058,16-11-2024,Suresh Rao,West,Office Supplies,422.93,28,Active
ORD-01634,20-07-2024,Aakash Bhat,South,Office Supplies,2514.63,22,Active
ORD-01411,05-12-2024,Ajay Rastogi,North,Furniture,7223.07,3,Active
ORD-01217,19-03-2023,Sanjay Joshi,West,Office Supplies,1754.7,25,Active
ORD-01761,10-05-2023,Pooja Iyer,North,Electronics,2062.85,3,Active
ORD-01129,22-01-2023,Nikhil Desai,South,Electronics,21596.14,4,Active
ORD-01974,20-08-2023,Ananya Sharma,North,Office Supplies,2872.02,16,Active
ORD-02002,11-06-2024,Rahul Verma,South,Office Supplies,1584.63,19,Active
ORD-02241,02-03-2024,Deepa Pillai,East,Electronics,22226.59,4,Active
ORD-01535,10-04-2023,Rohan Mehta,South,Office Supplies,1056.75,3,Active
ORD-01095,23-07-2023,Kavya Nair,North,Office Supplies,0,23,Returned
ORD-01997,26-06-2024,Sneha Gupta,East,Office Supplies,0,15,Returned
ORD-01279,13-06-2024,Smita Patil,East,Office Supplies,0,6,Returned
ORD-01322,20-10-2023,Vikram Singh,West,Electronics,29631.6,2,Active
ORD-02030,22-04-2023,Deepa Pillai,East,Office Supplies,560.44,5,Active
ORD-01466,19-12-2024,Rajesh Choudhury,South,Office Supplies,1904.91,5,Active
ORD-01627,13-12-2023,Sneha Gupta,East,Electronics,41756.89,5,Active
ORD-01529,14-06-2023,Kavya Nair,North,Electronics,15737.42,5,Active
ORD-01931,21-03-2024,Dev Mathur,East,Electronics,21789.32,2,Active
ORD-01868,17-07-2024,Divya Kaur,South,Furniture,10309.2,3,Active
ORD-01812,07-12-2024,Nikhil Desai,South,Office Supplies,1969.31,30,Active
ORD-01023,27-06-2024,Ananya Sharma,North,Furniture,644.74,6,Active
ORD-01329,08-04-2023,Sanjay Joshi,West,Furniture,6027.75,4,Active
ORD-02031,17-06-2024,Rohan Mehta,South,Office Supplies,1917.95,5,Active
